3692.307692,,èoåªéûä‘,,461.5384616,923.0769231
4153.846154,,,,,
5538.461538,,,,,
6000,,,,,
7384.615385,,,,,
8307.692308,,,,,
9230.769231,,,,,
10153.84615,,,,,
11076.92308,,,,,
12000,,,,,
12923.07692,,,,,
13846.15385,,,,,
14769.23077,,,,,
15692.30769,,,,,
16615.38462,,,,,
17538.46154,,,,,
18461.53846,,,,,
19384.61539,,,,,
20307.69231,,,,,
21230.76923,,,,,
22153.84615,,,,,
23076.92308,,,,,
24000,,,,,
24923.07692,,,,,
25846.15385,,,,,
26769.23077,,,,,
27692.30769,,,,,
28615.38462,,,,,
29538.46154,,,,,
30461.53846,,,,,
31384.61539,,,,,
32307.69231,,,,,
33230.76923,,,,,
34153.84615,,,,,
35076.92308,,,,,
36000,,,,,
36923.07692,,,,,
37846.15385,,,,,
38769.23077,,,,,
39692.30769,,,,,
40615.38462,,,,,
41538.46154,,,,,
42461.53846,,,,,
43384.61539,,,,,
44307.69231,,,,,
45230.76923,,,,,
46153.84616,,,,,
47076.92308,,,,,
48000,,,,,
48923.07692,,,,,
49846.15385,,,,,
50769.23077,,,,,
51692.30769,,,,,
52615.38462,,,,,
53538.46154,,,,,
54461.53846,,,,,
55384.61539,,,,,
56307.69231,,,,,
57230.76923,,,,,
58153.84616,,,,,
59076.92308,,,,,
60000,,,,,
60923.07692,,,,,
61846.15385,,,,,
62769.23077,,,,,
63692.30769,,,,,
64615.38462,,,,,
65538.46154,,,,,
66461.53846,,,,,
67384.61539,,,,,
68307.69231,,,,,
69230.76923,,,,,
70153.84616,,,,,
71076.92308,,,,,
72000,,,,,
72923.07693,,,,,
73846.15385,,,,,
74769.23077,,,,,
75692.30769,,,,,
76615.38462,,,,,
77538.46154,,,,,
78461.53846,,,,,
79384.61539,,,,,
80307.69231,,,,,
81230.76923,,,,,
82153.84616,,,,,
83076.92308,,,,,
84000,,,,,
84923.07693,,,,,
85846.15385,,,,,
86769.23077,,,,,
87692.30769,,,,,
88615.38462,,,,,
89538.46154,,,,,
90461.53846,,,,,
91384.61539,,,,,
92307.69231,,,,,
93230.76923,,,,,
94153.84616,,,,,
95076.92308,,,,,
96000,,,,,
96923.07693,,,,,
97846.15385,,,,,
98769.23077,,,,,
99692.3077,,,,,
100615.3846,,,,,
101538.4615,,,,,
102461.5385,,,,,
103384.6154,,,,,
104307.6923,,,,,
105230.7692,,,,,
106153.8462,,,,,
107076.9231,,,,,
108000,,,,,
108923.0769,,,,,
109846.1538,,,,,
110769.2308,,,,,
111692.3077,,,,,
112615.3846,,,,,
113538.4615,,,,,
114461.5385,,,,,
115384.6154,,,,,
116307.6923,,,,,
117230.7692,,,,,
118153.8462,,,,,
119076.9231,,,,,
120000,,,,,
120923.0769,,,,,
121846.1538,,,,,
122769.2308,,,,,
123692.3077,,,,,
124615.3846,,,,,
125538.4615,,,,,
126461.5385,,,,,
127384.6154,,,,,
128307.6923,,,,,
129230.7692,,,,,
130153.8462,,,,,
131076.9231,,,,,
132000,,,,,
132923.0769,,,,,
133846.1538,,,,,
134769.2308,,,,,
135692.3077,,,,,
136615.3846,,,,,
137538.4615,,,,,
138461.5385,,,,,
